000000000,0,,0
000000001,0,,0
000000002,0,,0
000000010,0,,0
000000011,0,,0
000000012,0,,0
000000020,0,,0
000000021,0,,0
000000022,0,,0
000000100,0,,0
000000101,0,,0
000000102,0,,0
000000110,0,,0
000000111,0,,0
000000112,0,,0
000000120,0,,0
000000121,0,,0
000000122,0,,0
000000200,0,,0
000000201,0,,0
000000202,0,,0
000000210,0,,0
000000211,0,,0
000000212,0,,0
000000220,0,,0
000000221,0,,0
000000222,0,,0
000001000,0,,0
000001001,0,,0
000001002,0,,0
000001010,0,,0
000001011,0,,0
000001012,0,,0
000001020,0,,0
000001021,0,,0
000001022,0,,0
000001100,0,,0
000001101,0,,0
000001102,0,,0
000001110,0,,0
000001111,0,,0
000001112,0,,0
000001120,0,,0
000001121,0,,0
000001122,0,,0
000001200,0,,0
000001201,0,,0
000001202,0,,0
000001210,0,,0
000001211,0,,0
000001212,0,,0
000001220,0,,0
000001221,0,,0
000001222,0,,0
000002000,0,,0
000002001,0,,0
000002002,0,,0
000002010,0,,0
000002011,0,,0
000002012,0,,0
000002020,0,,0
000002021,0,,0
000002022,0,,0
000002100,0,,0
000002101,0,,0
000002102,0,,0
000002110,0,,0
000002111,0,,0
000002112,0,,0
000002120,0,,0
000002121,0,,0
000002122,0,,0
000002200,0,,0
000002201,0,,0
000002202,0,,0
000002210,0,,0
000002211,0,,0
000002212,0,,0
000002220,0,,0
000002221,0,,0
000002222,0,,0
000010000,0,,0
000010001,0,,0
000010002,0,,0
000010010,0,,0
000010011,0,,0
000010012,0,,0
000010020,0,,0
000010021,0,,0
000010022,0,,0
000010100,0,,0
000010101,0,,0
000010102,0,,0
000010110,0,,0
000010111,0,,0
000010112,0,,0
000010120,0,,0
000010121,0,,0
000010122,0,,0
000010200,0,,0
000010201,0,,0
000010202,0,,0
000010210,0,,0
000010211,0,,0
000010212,0,,0
000010220,0,,0
000010221,0,,0
000010222,0,,0
000011000,0,,0
000011001,0,,0
000011002,0,,0
000011010,0,,0
000011011,0,,0
000011012,0,,0
000011020,0,,0
000011021,0,,0
000011022,0,,0
000011100,0,,0
000011101,0,,0
000011102,0,,0
000011110,0,,0
000011111,0,,0
000011112,0,,0
000011120,0,,0
000011121,0,,0
000011122,0,,0
000011200,0,,0
000011201,0,,0
000011202,0,,0
000011210,0,,0
000011211,0,,0
000011212,0,,0
000011220,0,,0
000011221,0,,0
000011222,0,,0
000012000,0,,0
000012001,0,,0
000012002,0,,0
000012010,0,,0
000012011,0,,0
000012012,0,,0
000012020,0,,0
000012021,0,,0
000012022,0,,0
000012100,0,,0
000012101,0,,0
000012102,0,,0
000012110,0,,0
000012111,0,,0
000012112,0,,0
000012120,0,,0
000012121,0,,0
000012122,0,,0
000012200,0,,0
000012201,0,,0
000012202,0,,0
000012210,0,,0
000012211,0,,0
000012212,0,,0
000012220,0,,0
000012221,0,,0
000012222,0,,0
000020000,0,,0
000020001,0,,0
000020002,0,,0
000020010,0,,0
000020011,0,,0
000020012,0,,0
000020020,0,,0
000020021,0,,0
000020022,0,,0
000020100,0,,0
000020101,0,,0
000020102,0,,0
000020110,0,,0
000020111,0,,0
000020112,0,,0
000020120,0,,0
000020121,0,,0
000020122,0,,0
000020200,0,,0
000020201,0,,0
000020202,0,,0
